unique_code,filename,name,text,pado,consultorio_match_score,validation,validation_maleja,type,notes,address,unnamed:_13,unnamed:_14,unnamed:_15,unnamed:_16,unnamed:_17,unnamed:_18,unnamed:_19,unnamed:_20,validacion_agente,unnamed:_22,unnamed:_23,unnamed:_24,unnamed:_25,unnamed:_26,unnamed:_27,unnamed:_28,place_id,google_maps_uri,address_components,16.2381178,result_lng,display_name,formatted_address,in_target_municipality,municipality_name,zip_code,ra,pharmacy,v1,result_lat,pharmacy.1,v42,gsv_id,zipcode_gsv,name_clean,id,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,nom_vial,nom_v_e_1,numero_ext,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,fecha_alta,telefono,correoelec,www,pado_geo,location_match,name_match,zipcode_denue,nom_estab_clean,name_score,zip_flag,merged_latitude,Cve_ent,Cve_mun,Cve_loc,Ageb,Manzana,Cvegeo_ageb,Cvegeo_mza,key_ageb,POBTOT,PDER_SS,PSINDER,PCON_DISC,PCON_LIMI,P15YM_AN,GRAPROES,VPH_C_ELEC,VPH_AGUADV,VPH_DRENAJ,VPH_PISODT,PRO_OCUP_C,TOTHOG,insured_rate,disability_rate,electricity_access_rate,piped_water_access_rate,drainage_access_rate,floor_material_rate,occupants_per_room,average_schooling
ChIJpcpkfKlAjYURVJkWsbHMxwc,ChIJpcpkfKlAjYURVJkWsbHMxwc_2024-10_left_208.jpg,Farmacia Super Vital,"LA CUICHI
 Restaurant de Mariscos
 TECATE
 2025 Google
 Google
 ¬© Google",False,62.5,False,,,,"Jacarandas, El Herraje, Comitán de Domínguez",,,,,,,,,,,,,,,,,ChIJpcpkfKlAjYURVJkWsbHMxwc,https://maps.google.com/?cid=560641742183242068&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,"[{'longText': 'Jacarandas', 'shortText': 'Jacarandas', 'types': ['route'], 'languageCode': 'es'}, {'longText': 'El Herraje', 'shortText': 'El Herraje', 'types': ['sublocality_level_1', 'sublocality', 'political'], 'languageCode': 'es'}, {'longText': 'Comitán de Domínguez', 'shortText': 'Comitán de Domínguez', 'types': ['locality', 'political'], 'languageCode': 'es'}, {'longText': 'Chiapas', 'shortText': 'Chis.', 'types': ['administrative_area_level_1', 'political'], 'languageCode': 'es'}, {'longText': 'México', 'shortText': 'MX', 'types': ['country', 'political'], 'languageCode': 'es'}, {'longText': '30065', 'shortText': '30065', 'types': ['postal_code'], 'languageCode': 'es'}]",16.2381178,-92.147916,Farmacia Super Vital,"Jacarandas, El Herraje, 30065 Comitán de Domínguez, Chis., México",True,Comitan,30065.0,Roselyn,True,,,,,85,,super vital,11154092.0,FARMACIA SUPER VITAL,,464112.0,Farmacias con minisúper,0 a 5 personas,JACARANDAS,NINGUNO,0.0,30065.0,7.0,Chiapas,19.0,Comitán de Domínguez,1.0,Comitán de Domínguez,894,4.0,2024-11,9632284902.0,,,False,True,False,30065.0,super vital,1.0,GSV Zip Missing,16.2381178,7,19,1,0894,4,0701900010894,0701900010894004,0701900010894,50,28.0,22.0,0.0,,3.0,10.08,15.0,15.0,14.0,13.0,0.96,15.0,0.56,,1.0,1.0,0.9333333333333333,0.8666666666666667,0.96,10.08
ChIJFX2zulRHjYURR3AjGz0enOM,ChIJFX2zulRHjYURR3AjGz0enOM_2024-07_right_266.jpg,FARMACIAS BienEstar,"Google
 FARMACIAS
 BienEstar
 Más Salud a Bajo Costo
 ZA
 ARIA
 Googl
 Google",False,62.5,True,,CAFI,There is a wall separating the pharmacy and the consultorio that may be difficult for the model to recognize.,"2a. Calle Sur Pte. 944, Flores, Comitán de Domínguez",,,,,,,,,,,,,,,,,ChIJFX2zulRHjYURR3AjGz0enOM,https://maps.google.com/?cid=16401017190773649479&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,"[{'longText': '944', 'shortText': '944', 'types': ['street_number'], 'languageCode': 'es'}, {'longText': '2a. Calle Sur Poniente', 'shortText': '2a. Calle Sur Pte.', 'types': ['route'], 'languageCode': 'es'}, {'longText': 'Flores', 'shortText': 'Flores', 'types': ['sublocality_level_1', 'sublocality', 'political'], 'languageCode': 'es'}, {'longText': 'Comitán de Domínguez', 'shortText': 'Comitán de Domínguez', 'types': ['locality', 'political'], 'languageCode': 'es'}, {'longText': 'Chiapas', 'shortText': 'Chis.', 'types': ['administrative_area_level_1', 'political'], 'languageCode': 'es'}, {'longText': 'México', 'shortText': 'MX', 'types': ['country', 'political'], 'languageCode': 'es'}, {'longText': '30019', 'shortText': '30019', 'types': ['postal_code'], 'languageCode': 'es'}]",16.2381178,-92.149301,FARMACIAS BienEstar,"2a. Calle Sur Pte. 944, Flores, 30019 Comitán de Domínguez, Chis., México",True,Comitan,30019.0,Roselyn,True,,,,,86,,farmacias bienestar,7222149.0,FARMACIA BIENESTAR,,464112.0,Farmacias con minisúper,0 a 5 personas,SEGUNDA SUR PONIENTE,NINGUNO,0.0,30100.0,7.0,Chiapas,19.0,Comitán de Domínguez,1.0,Comitán de Domínguez,536,41.0,2019-11,,,,True,True,False,30100.0,bienestar,0.4395711501,GSV Zip Missing,16.2381178,7,19,1,0536,41,0701900010536,0701900010536041,0701900010536,4024,2170.0,1854.0,120.0,238.0,169.0,10.21,1130.0,1117.0,1127.0,1104.0,0.87,1132.0,0.5392644135188867,0.0889662027833002,0.9982332155477032,0.9867491166077739,0.9955830388692579,0.9752650176678446,0.87,10.21
ChIJSc8K9ePG7IURg3MaRcU65ds,ChIJSc8K9ePG7IURg3MaRcU65ds_2023-06_right_43.jpg,Farmacia Santa Cecília,"oogle
 Google
 Cante
 OCOCOAUTLA CHIAPAS
 Google",False,62.5,False,,,,"Calle 1a. Ote. Sur 381, San Antonio, 29140 Ocozocoautla de Espinosa, Chis., M‚àö¬©xico",,,,,,,,,,,,,,,,,ChIJSc8K9ePG7IURg3MaRcU65ds,https://maps.google.com/?cid=15845135482915287939,"[{'longText': '381', 'shortText': '381', 'types': ['street_number'], 'languageCode': 'es'}, {'longText': 'Calle 1a. Oriente Sur', 'shortText': 'Calle 1a. Ote. Sur', 'types': ['route'], 'languageCode': 'es'}, {'longText': 'San Antonio', 'shortText': 'San Antonio', 'types': ['sublocality_level_1', 'sublocality', 'political'], 'languageCode': 'es'}, {'longText': 'Ocozocoautla de Espinosa', 'shortText': 'Ocozocoautla de Espinosa', 'types': ['locality', 'political'], 'languageCode': 'es'}, {'longText': 'Chiapas', 'shortText': 'Chis.', 'types': ['administrative_area_level_1', 'political'], 'languageCode': 'es'}, {'longText': 'México', 'shortText': 'MX', 'types': ['country', 'political'], 'languageCode': 'es'}, {'longText': '29140', 'shortText': '29140', 'types': ['postal_code'], 'languageCode': 'es'}]",16.2381178,-93.374289,Farmacia Santa Cecília,"Calle 1a. Ote. Sur 381, San Antonio, 29140 Ocozocoautla de Espinosa, Chis., México",True,Ocozocoautla,29140.0,Roselyn,True,,,,,88,29140.0,santa ceca-lia,484344.0,FARMACIA SANTA CECILIA,,464111.0,Farmacias sin minisúper,0 a 5 personas,PRIMERA ORIENTE SUR,SEGUNDA SUR ORIENTE,381.0,29140.0,7.0,Chiapas,61.0,Ocozocoautla de Espinosa,1.0,Ocozocoautla de Espinosa,296,23.0,2010-07,,,,False,True,False,29140.0,santa cecilia,0.898962149,Match,16.2381178,7,61,1,0296,23,0706100010296,0706100010296023,0706100010296,2216,1228.0,988.0,98.0,226.0,70.0,10.81,644.0,644.0,644.0,640.0,0.85,645.0,0.5541516245487365,0.14620938628158844,0.9984496124031008,0.9984496124031008,0.9984496124031008,0.9922480620155039,0.85,10.81
ChIJV5XWttNa7YURtl_0dPaLSUM,ChIJV5XWttNa7YURtl_0dPaLSUM_2023-07_right_23.jpg,FARMACIA Dios & Bueno,"os es Bueno
 SEKCIOU LAS 2-haus
 DE LUNES A SABADO
 DOMINGOS 4P.M. a 8 RM.
 Google
 Vetting Google
 ¬© Google",False,62.5,False,,,,"Pinavete, Molino Utrilla, San Crist√≥bal de las Casas",,,,,,,,,,,,,,,,,ChIJV5XWttNa7YURtl_0dPaLSUM,https://maps.google.com/?cid=4848560364481437622&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,"[{'longText': 'Pinavete', 'shortText': 'Pinavete', 'types': ['route'], 'languageCode': 'es'}, {'longText': 'Molino Utrilla', 'shortText': 'Molino Utrilla', 'types': ['sublocality_level_1', 'sublocality', 'political'], 'languageCode': 'es'}, {'longText': 'San Crist√≥bal de las Casas', 'shortText': 'San Crist√≥bal de las Casas', 'types': ['locality', 'political'], 'languageCode': 'es'}, {'longText': 'Chiapas', 'shortText': 'Chis.', 'types': ['administrative_area_level_1', 'political'], 'languageCode': 'es'}, {'longText': 'México', 'shortText': 'MX', 'types': ['country', 'political'], 'languageCode': 'es'}, {'longText': '29239', 'shortText': '29239', 'types': ['postal_code'], 'languageCode': 'es'}]",16.2381178,-92.615488,FARMACIA Dios & Bueno,"Pinavete, Molino Utrilla, 29239 San Crist√≥bal de las Casas, Chis., México",True,San Cristobal de las Casas,29239.0,Roselyn,True,,,,,91,,dios & bueno,9602009.0,FARMACIA DIOS ES BUENO,,464111.0,Farmacias sin minisúper,0 a 5 personas,PINAVETO,NORTE,33.0,29239.0,7.0,Chiapas,78.0,San Cristóbal de las Casas,1.0,San Cristóbal de las Casas,344,17.0,2024-11,,,,False,True,False,29239.0,dios es bueno,0.8603341103,GSV Zip Missing,16.2381178,7,78,1,0344,17,0707800010344,0707800010344017,0707800010344,2597,1284.0,1312.0,51.0,58.0,190.0,8.01,576.0,573.0,571.0,517.0,1.24,580.0,0.49441663457835966,0.041971505583365425,0.993103448275862,0.9879310344827587,0.9844827586206897,0.8913793103448275,1.24,8.01
ChIJlULYE8dF7YURJ4fHmoErXSQ,ChIJlULYE8dF7YURJ4fHmoErXSQ_2024-07_center_103.jpg,Farmacia Vital Tlaxcala,"Google
 La licita es agredida y
 Oplece Flores como eluda
 VIVERO
 SAN CRISTOBAL 6740940
 Farmacia
 ITAL
 CONTADORES
 PUBLICOS
 VIN ERO
 2024 Google
 Google",False,62.5,False,,,,"Calz Tlaxcala 19, Tlaxcala, 29210 San Cristóbal de las Casas, Chis., M‚àö¬©xico",,,,,,,,,,,,,,,,,ChIJlULYE8dF7YURJ4fHmoErXSQ,https://maps.google.com/?cid=2620298393847039783,"[{'longText': '19', 'shortText': '19', 'types': ['street_number'], 'languageCode': 'es'}, {'longText': 'Calzada Tlaxcala', 'shortText': 'Calz Tlaxcala', 'types': ['route'], 'languageCode': 'es'}, {'longText': 'Tlaxcala', 'shortText': 'Tlaxcala', 'types': ['sublocality_level_1', 'sublocality', 'political'], 'languageCode': 'es'}, {'longText': 'San Crist√≥bal de las Casas', 'shortText': 'San Crist√≥bal de las Casas', 'types': ['locality', 'political'], 'languageCode': 'es'}, {'longText': 'Chiapas', 'shortText': 'Chis.', 'types': ['administrative_area_level_1', 'political'], 'languageCode': 'es'}, {'longText': 'México', 'shortText': 'MX', 'types': ['country', 'political'], 'languageCode': 'es'}, {'longText': '29210', 'shortText': '29210', 'types': ['postal_code'], 'languageCode': 'es'}]",16.2381178,-92.641852,Farmacia Vital Tlaxcala,"Calz Tlaxcala 19, Tlaxcala, 29210 San Crist√≥bal de las Casas, Chis., México",True,San Cristobal de las Casas,29210.0,Roselyn,True,,,,,92,29210.0,vital tlaxcala,8707401.0,FARMACIA VITAL,,464111.0,Farmacias sin minisúper,0 a 5 personas,TLAXCALA,CUBA,0.0,29210.0,7.0,Chiapas,78.0,San Cristóbal de las Casas,1.0,San Cristóbal de las Casas,429,52.0,2019-11,,,,False,True,False,29210.0,vital,0.7857142857,Match,16.2381178,7,78,1,0429,52,0707800010429,0707800010429052,0707800010429,3502,1745.0,1751.0,74.0,180.0,441.0,7.12,836.0,834.0,840.0,636.0,1.42,851.0,0.49828669331810393,0.07252998286693318,0.982373678025852,0.9800235017626322,0.9870740305522914,0.7473560517038778,1.42,7.12
ChIJs2QlwicPjoUR05Q8joZaC98,ChIJs2QlwicPjoUR05Q8joZaC98_2025-04_center_42.jpg,Farmacia,"Google
 ESONUSITAS
 SWO
 DIND
 911
 7.30
 NN
 Google",False,62.5,False,,,,"Calle 13A Pte., Los Naranjos, Insurgentes, Tapachula de C√≥rdova y Ord√≥√±ez",,,,,,,,,,,,,,,,,ChIJs2QlwicPjoUR05Q8joZaC98,https://maps.google.com/?cid=16072039229160199379,"[{'longText': 'Calle 13A Poniente', 'shortText': 'Calle 13A Pte.', 'types': ['route'], 'languageCode': 'es'}, {'longText': 'Los Naranjos', 'shortText': 'Los Naranjos', 'types': ['neighborhood', 'political'], 'languageCode': 'es'}, {'longText': 'Insurgentes', 'shortText': 'Insurgentes', 'types': ['sublocality_level_1', 'sublocality', 'political'], 'languageCode': 'es'}, {'longText': 'Tapachula de C√≥rdova y Ord√≥√±ez', 'shortText': 'Tapachula de C√≥rdova y Ord√≥√±ez', 'types': ['locality', 'political'], 'languageCode': 'es'}, {'longText': 'Chiapas', 'shortText': 'Chis.', 'types': ['administrative_area_level_1', 'political'], 'languageCode': 'es'}, {'longText': 'México', 'shortText': 'MX', 'types': ['country', 'political'], 'languageCode': 'es'}, {'longText': '30700', 'shortText': '30700', 'types': ['postal_code'], 'languageCode': 'es'}]",16.2381178,-92.264384,Farmacia,"Calle 13A Pte., Los Naranjos, Insurgentes, 30700 Tapachula de C√≥rdova y Ord√≥√±ez, Chis., México",True,Tapachula,30700.0,Roselyn,True,,,,,93,,farmacia,8062034.0,FARMACIA ECONOMICAS GI,,464111.0,Farmacias sin minisúper,0 a 5 personas,DECIMA TERCERA PONIENTE,ANTONIO DAMIANO CAJAS,22.0,30700.0,7.0,Chiapas,89.0,Tapachula,1.0,Tapachula de Córdova y Ordóñez,47,35.0,2019-11,,,,False,True,False,30700.0,economicas gi,0.4358974359,GSV Zip Missing,16.2381178,7,89,1,0047,35,0708900010047,0708900010047035,0708900010047,2679,1115.0,1405.0,83.0,173.0,84.0,9.32,778.0,795.0,795.0,791.0,0.98,845.0,0.4162000746547219,0.09555804404628593,0.9207100591715977,0.9408284023668639,0.9408284023668639,0.936094674556213,0.98,9.32
ChIJFTizyfPY7IURTwQXpqJmiRo,ChIJFTizyfPY7IURTwQXpqJmiRo_2024-07_right_210.jpg,Farmacia La Bas‚àö‚â†lica,"dstrong alta calidad
 strongallacalidad
 Strong alta calidad 11
 strong alta calidad
 strong alba.caladigmail.com
 9613140831
 Llamadas y shatsApp
 2025 C
 JEDEN
 Terapia Fisica y Rehabilitaci√≥n
 Google
 Google",False,62.5,False,,,,"Av. 1a. Nte. Pte. 753, Centro, 29000 Tuxtla Guti‚àö¬©rrez, Chis., M‚àö¬©xico",,,,,,,,,,,,,,,,,ChIJFTizyfPY7IURTwQXpqJmiRo,https://maps.google.com/?cid=1912172365552747599,"[{'longText': '753', 'shortText': '753', 'types': ['street_number'], 'languageCode': 'es'}, {'longText': 'Avenida 1a. Norte Poniente', 'shortText': 'Av. 1a. Nte. Pte.', 'types': ['route'], 'languageCode': 'es'}, {'longText': 'Centro', 'shortText': 'Centro', 'types': ['sublocality_level_1', 'sublocality', 'political'], 'languageCode': 'es'}, {'longText': 'Tuxtla Gutiérrez', 'shortText': 'Tuxtla Gutiérrez', 'types': ['locality', 'political'], 'languageCode': 'es'}, {'longText': 'Chiapas', 'shortText': 'Chis.', 'types': ['administrative_area_level_1', 'political'], 'languageCode': 'es'}, {'longText': 'México', 'shortText': 'MX', 'types': ['country', 'political'], 'languageCode': 'es'}, {'longText': '29000', 'shortText': '29000', 'types': ['postal_code'], 'languageCode': 'es'}]",16.2381178,-93.12162,Farmacia La Basílica,"Av. 1a. Nte. Pte. 753, Centro, 29000 Tuxtla Gutiérrez, Chis., México",True,Tuxtla Gutierrez,29000.0,Roselyn,True,,,,,99,29000.0,la basa€sa a¶a€sa¢a€ lica,421389.0,FARMACIA ALFER,,464111.0,Farmacias sin minisúper,0 a 5 personas,PRIMERA NORTE PONIENTE,SEXTA PONIENTE NORTE,716.0,29000.0,7.0,Chiapas,101.0,Tuxtla Gutiérrez,1.0,Tuxtla Gutiérrez,927,5.0,2014-12,,,,True,True,False,29000.0,alfer,0.3266666667,Match,16.2381178,7,101,1,0927,5,0710100010927,0710100010927005,0710100010927,1831,1058.0,772.0,97.0,177.0,24.0,12.6,569.0,566.0,570.0,568.0,0.84,573.0,0.5778263244128892,0.14964500273074824,0.9930191972076788,0.987783595113438,0.9947643979057592,0.9912739965095986,0.84,12.6
ChIJ08jwarw4jYURkszT_rzKwJU,ChIJ08jwarw4jYURkszT_rzKwJU_2025-04_left_22.jpg,FARMACIAS VIREH,"LA PIEDAD
 122025 Google 3 Juan 1:2
 SERVICIO A DOMICILIO
 10 139.03
 63 212 92
 24
 CYBER
 POZIO
 e
 Google
 2025 Goodle
 Cesane
 VURkTORS
 Nacimos pa
 SUEROX
 Google",False,73.3333333,False,,,,"Octava Ote. Nte. 77, El Cedro, San Antonio, Comitán de Domínguez",,,,,,,,,,,,,,,,,ChIJ08jwarw4jYURkszT_rzKwJU,https://maps.google.com/?cid=10790847620257664146,"[{'longText': '77', 'shortText': '77', 'types': ['street_number'], 'languageCode': 'es'}, {'longText': 'Octava Oriente Norte', 'shortText': 'Octava Ote. Nte.', 'types': ['route'], 'languageCode': 'es'}, {'longText': 'El Cedro', 'shortText': 'El Cedro', 'types': ['neighborhood', 'political'], 'languageCode': 'es'}, {'longText': 'San Antonio', 'shortText': 'San Antonio', 'types': ['sublocality_level_1', 'sublocality', 'political'], 'languageCode': 'es'}, {'longText': 'Comitán de Domínguez', 'shortText': 'Comitán de Domínguez', 'types': ['locality', 'political'], 'languageCode': 'es'}, {'longText': 'Chiapas', 'shortText': 'Chis.', 'types': ['administrative_area_level_1', 'political'], 'languageCode': 'es'}, {'longText': 'México', 'shortText': 'MX', 'types': ['country', 'political'], 'languageCode': 'es'}, {'longText': '30015', 'shortText': '30015', 'types': ['postal_code'], 'languageCode': 'es'}]",16.2381178,-92.131654,FARMACIAS VIREH,"Octava Ote. Nte. 77, El Cedro, San Antonio, 30015 Comitán de Domínguez, Chis., México",True,Comitan,30015.0,Vianna,True,,,,,104,,farmacias vireh,10373640.0,FARMACIA LA PIEDAD,,464111.0,Farmacias sin minisúper,0 a 5 personas,OCTAVA ORIENTE NORTE,SAN ANTONIO,0.0,30015.0,7.0,Chiapas,19.0,Comitán de Domínguez,1.0,Comitán de Domínguez,451,14.0,2024-11,9636881446.0,LAPIEDAD82@HOTMAIL.COM,,False,False,False,30015.0,la piedad,0.4,GSV Zip Missing,16.2381178,7,19,1,0451,14,0701900010451,0701900010451014,0701900010451,4025,1700.0,2287.0,134.0,204.0,303.0,8.68,1027.0,1024.0,1023.0,967.0,1.03,1039.0,0.422360248447205,0.08397515527950311,0.9884504331087585,0.9855630413859481,0.9846005774783445,0.9307025986525506,1.03,8.68
ChIJbeBWZiPY7IUR8LY7urvwG-w,ChIJbeBWZiPY7IUR8LY7urvwG-w_2023-05_center_31.jpg,Ecofarmacias,"RESF NSABLE SANITARIO
 DIAGNOSTIC LAB QEB. Erika Cebe Ce
 UNACH
 LABORATORIO DE ANALISIS CLINICOS. Cedula Profesional 5151752
 CEL:9611747662 Y 9613063230
 & 117m
 HORARI
 VIDRIOS Y ALUMINOS """"YAMILETH
 FABRICACION DE
 INSTALACIONES
 Google
 SANGA
 GUERECEMOS SERVICIOS DE
 C
 023 Gole
 LENTER
 740-230
 SARADIS
 700-200
 TOMA DE MUESTRAS
 ¬© Google
 TME",False,73.3333333,False,,,,"Quinto Avenida Sur Pte. s/n, Copoya, 29100 Tuxtla Gutiérrez, Chis., México",,,,,,,,,,,,,,,,,ChIJbeBWZiPY7IUR8LY7urvwG-w,https://maps.google.com/?cid=17013456706396206832,"[{'longText': 's/n', 'shortText': 's/n', 'types': ['street_number'], 'languageCode': 'es'}, {'longText': 'Quinto Avenida Sur Poniente', 'shortText': 'Quinto Avenida Sur Pte.', 'types': ['route'], 'languageCode': 'es'}, {'longText': 'Copoya', 'shortText': 'Copoya', 'types': ['sublocality_level_1', 'sublocality', 'political'], 'languageCode': 'es'}, {'longText': 'Tuxtla Gutiérrez', 'shortText': 'Tuxtla Gutiérrez', 'types': ['locality', 'political'], 'languageCode': 'es'}, {'longText': 'Chiapas', 'shortText': 'Chis.', 'types': ['administrative_area_level_1', 'political'], 'languageCode': 'es'}, {'longText': 'México', 'shortText': 'MX', 'types': ['country', 'political'], 'languageCode': 'es'}, {'longText': '29100', 'shortText': '29100', 'types': ['postal_code'], 'languageCode': 'es'}]",16.2381178,-93.122286,Ecofarmacias,"Quinto Avenida Sur Pte. s/n, Copoya, 29100 Tuxtla Gutiérrez, Chis., México",True,Tuxtla Gutierrez,29100.0,Vianna,True,,,,,105,29100.0,ecofarmacias,7346740.0,ECOFARMACIA,,464111.0,Farmacias sin minisúper,0 a 5 personas,QUINTA SUR PONIENTE,TERCERA PONIENTE SUR,437.0,29100.0,7.0,Chiapas,101.0,Tuxtla Gutiérrez,37.0,Copoya,2374,11.0,2019-11,,,,False,True,False,29100.0,ecofarmacia,0.9722222222,Match,16.2381178,7,101,37,2374,11,0710100372374,0710100372374011,0710100372374,1692,813.0,876.0,76.0,74.0,89.0,8.66,454.0,440.0,453.0,444.0,1.23,456.0,0.4804964539007092,0.08865248226950355,0.9956140350877193,0.9649122807017544,0.993421052631579,0.9736842105263158,1.23,8.66
ChIJqwTj-OLG7IURD76KTsBtvKE,ChIJqwTj-OLG7IURD76KTsBtvKE_2012-05_left_122.jpg,FARMACIA JESSY,"LA TERMINAL
 KIREX
 Google
 Google",False,61.5384615,False,,,,"Av. 4¬∑¬µ√â√É¬µ Sur, San Antonio, 29140 Ocozocoautla de Espinosa, Chis., M‚àö¬©xico",,,,,,,,,,,,,,,,,ChIJqwTj-OLG7IURD76KTsBtvKE,https://maps.google.com/?cid=11654310608446864911,"[{'longText': 'Avenida 4·µÉÃµ Sur', 'shortText': 'Av. 4·µÉÃµ Sur', 'types': ['route'], 'languageCode': 'es'}, {'longText': 'San Antonio', 'shortText': 'San Antonio', 'types': ['sublocality_level_1', 'sublocality', 'political'], 'languageCode': 'es'}, {'longText': 'Ocozocoautla de Espinosa', 'shortText': 'Ocozocoautla de Espinosa', 'types': ['locality', 'political'], 'languageCode': 'es'}, {'longText': 'Chiapas', 'shortText': 'Chis.', 'types': ['administrative_area_level_1', 'political'], 'languageCode': 'es'}, {'longText': 'México', 'shortText': 'MX', 'types': ['country', 'political'], 'languageCode': 'es'}, {'longText': '29140', 'shortText': '29140', 'types': ['postal_code'], 'languageCode': 'es'}]",16.2381178,-93.377103,FARMACIA JESSY,"Av. 4·µÉÃµ Sur, San Antonio, 29140 Ocozocoautla de Espinosa, Chis., México",True,Ocozocoautla,29140.0,Patrick,True,,,,,106,29140.0,jessy,483086.0,FARMACIA JESSY,,464111.0,Farmacias sin minisúper,0 a 5 personas,CUARTA SUR PONIENTE,CUARTA PONIENTE SUR,0.0,29140.0,7.0,Chiapas,61.0,Ocozocoautla de Espinosa,1.0,Ocozocoautla de Espinosa,309,30.0,2010-07,,,,True,False,True,29140.0,jessy,1.0,Match,16.2381178,7,61,1,0309,30,0706100010309,0706100010309030,0706100010309,3032,1617.0,1415.0,131.0,241.0,112.0,9.69,775.0,774.0,776.0,746.0,1.1,780.0,0.533311345646438,0.12269129287598944,0.9935897435897436,0.9923076923076923,0.9948717948717949,0.9564102564102565,1.1,9.69
ChIJe0sRUbw4jYURmlK71os_GYs,ChIJe0sRUbw4jYURmlK71os_GYs_2024-10_right_79.jpg,el fenix FARMACIA,"DOS POR
 GURIDAD
 ORENTO
 CEDRO
 LICIA
 Google
 2025 Google
 Google",False,61.1111111,False,,,,"Fresnos 13, El Cedro, Cedro, 30010 Comitán de Domínguez, Chis., México",,,,,,,,,,,,,,,,,ChIJe0sRUbw4jYURmlK71os_GYs,https://maps.google.com/?cid=10023112315525354138&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,"[{'longText': '13', 'shortText': '13', 'types': ['street_number'], 'languageCode': 'es'}, {'longText': 'Fresnos', 'shortText': 'Fresnos', 'types': ['route'], 'languageCode': 'es'}, {'longText': 'El Cedro', 'shortText': 'El Cedro', 'types': ['neighborhood', 'political'], 'languageCode': 'es'}, {'longText': 'Cedro', 'shortText': 'Cedro', 'types': ['sublocality_level_1', 'sublocality', 'political'], 'languageCode': 'es'}, {'longText': 'Comitán de Domínguez', 'shortText': 'Comitán de Domínguez', 'types': ['locality', 'political'], 'languageCode': 'es'}, {'longText': 'Chiapas', 'shortText': 'Chis.', 'types': ['administrative_area_level_1', 'political'], 'languageCode': 'es'}, {'longText': 'México', 'shortText': 'MX', 'types': ['country', 'political'], 'languageCode': 'es'}, {'longText': '30010', 'shortText': '30010', 'types': ['postal_code'], 'languageCode': 'es'}]",16.2381178,-92.132346,el fenix FARMACIA,"Fresnos 13, El Cedro, Cedro, 30010 Comitán de Domínguez, Chis., México",True,Comitan,30010.0,Patrick,True,,,,,108,30010.0,el fenix,365609.0,FARMACIA EL FENIX,,464111.0,Farmacias sin minisúper,0 a 5 personas,FRESNOS,EL ROBLE,17.0,30010.0,7.0,Chiapas,19.0,Comitán de Domínguez,1.0,Comitán de Domínguez,451,3.0,2010-07,,,,False,True,False,30010.0,el fenix,1.0,Match,16.2381178,7,19,1,0451,3,0701900010451,0701900010451003,0701900010451,4025,1700.0,2287.0,134.0,204.0,303.0,8.68,1027.0,1024.0,1023.0,967.0,1.03,1039.0,0.422360248447205,0.08397515527950311,0.9884504331087585,0.9855630413859481,0.9846005774783445,0.9307025986525506,1.03,8.68
